time,seconds_elapsed,z,y,x
1772457080662209000,0.067208984375,-0.003204049076884985,0.005471197888255119,0.07806816697120667
1772457080672227800,0.077227783203125,-0.001987517112866044,0.0051779840141534805,-0.019421102479100227
1772457080682246000,0.087245849609375,-0.001614940818399191,0.004372910596430302,-0.05903588980436325
1772457080692265000,0.097264892578125,-0.0006500775925815105,0.0052259210497140884,0.012971725314855576
1772457080702283000,0.107282958984375,-0.00024208133982028812,0.004453870467841625,0.03969574719667435
1772457080712302000,0.117302001953125,-0.0013022858183830976,0.004790760576725006,-0.012546151876449585
1772457080722320000,0.12731982421875,-0.0013590110465884209,0.0026293389964848757,-0.02839409001171589
1772457080732339000,0.1373388671875,-0.0011108045000582933,0.0015789881581440568,0.009863549843430519
1772457080742356500,0.1473564453125,0.0003203782835043967,0.004289819858968258,0.019629893824458122
1772457080752375600,0.15737548828125,-0.0021973741240799427,0.005095692351460457,-0.010902182199060917
1772457080762393600,0.1673935546875,-0.00035499935620464385,0.0036125779151916504,-0.014401310123503208
1772457080772412400,0.177412353515625,-0.0005438174703158438,0.0033073797821998596,0.008048338815569878
1772457080782430700,0.1874306640625,0.0004005394293926656,0.005786249879747629,0.009602559730410576
1772457080792449500,0.197449462890625,-0.0034916705917567015,0.003846403444185853,-0.009291502647101879
1772457080802467600,0.207467529296875,-0.0011150655336678028,0.004798217210918665,-0.006924485322088003
1772457080812486700,0.217486572265625,-0.0022623552940785885,0.006616623606532812,0.005547098349779844
1772457080822504400,0.22750439453125,-0.0010370349045842886,0.0039175101555883884,0.0046970173716545105
1772457080832523500,0.2375234375,-0.0009323726990260184,0.005037635564804077,-0.003147589974105358
1772457080842541600,0.24754150390625,-0.0007749798824079335,0.004649613052606583,-0.0035814191214740276
1772457080852560600,0.257560546875,-0.0009440905996598303,0.00401684595271945,0.0013161342358216643
1772457080862578700,0.26757861328125,0.001484445994719863,0.005274123977869749,0.002514823107048869
1772457080872597500,0.277597412109375,-0.0020783308427780867,0.004078897647559643,-0.0021291973534971476
1772457080882615600,0.287615478515625,-0.004517520312219858,0.00205276464112103,-0.00045833003241568804
1772457080892634600,0.297634521484375,-0.0014804512029513717,0.005114334635436535,0.0011792477453127503
1772457080902652400,0.30765234375,-0.0007368966471403837,0.003808053908869624,0.0002801645314320922
1772457080912671500,0.31767138671875,-0.0013630058383569121,0.006457899231463671,-0.002523345174267888
1772457080922689800,0.327689697265625,-0.00006950850365683436,0.0029979203827679157,-0.001100950757972896
1772457080932708600,0.33770849609375,-0.0015792545164003968,0.005053082015365362,0.0019108180422335863
1772457080942726700,0.3477265625,-0.0020003002136945724,0.004199538845568895,-0.000544350128620863
1772457080952745700,0.357745849609375,-0.0021726067643612623,0.0031936627347022295,-0.0028067054226994514
1772457080962763500,0.367763427734375,-0.001062334980815649,0.005328186322003603,-0.0012112056137993932
1772457080972782600,0.377782470703125,0.0014884406700730324,0.003183542750775814,0.00245090713724494
1772457080982800400,0.38780029296875,-0.0007163903210312128,0.003431216813623905,0.0008008125587366521
1772457080992819500,0.3978193359375,-0.0011885687708854675,0.002403236459940672,0.0008578042034059763
1772457081002837800,0.407837646484375,-0.001115864492021501,0.005576925817877054,-0.0015363775892183185
1772457081012856600,0.417856689453125,-0.0026431872975081205,0.003619768423959613,-0.0006793724023737013
1772457081022874600,0.42787451171875,-0.0014290522085502744,0.003969175275415182,-0.0015731292078271508
1772457081032893700,0.437893798828125,-0.00033928672201000154,0.006641923915594816,-0.001529187080450356
1772457081042911500,0.447911376953125,-0.0005419532535597682,0.003418167121708393,0.0015504923649132252
1772457081052930600,0.4579306640625,0.00023329291434492916,0.005501824431121349,-0.002282062778249383
1772457081062949600,0.46794970703125,-0.0004423510399647057,0.0055028898641467094,-0.00008415588672505692
1772457081072967400,0.477967529296875,-0.0019020296167582273,0.005361742340028286,0.0006511429091915488
1772457081082985700,0.48798583984375,-0.0014181332662701607,0.002718821167945862,-0.0011374361347407103
1772457081093004500,0.498004638671875,-0.0014199974248185754,0.004581169690936804,-0.00041438787593506277
1772457081103022600,0.508022705078125,-0.0007126618875190616,0.004856540355831385,-0.0003528688393998891
1772457081113041700,0.518041748046875,-0.0012330436147749424,0.006444050930440426,-0.0015646071406081319
1772457081123059500,0.5280595703125,-0.0010713896481320262,0.004332430195063353,0.0012982910266146064
1772457081133078500,0.53807861328125,-0.0006617955514229834,0.004402738064527512,-0.0018636800814419985
1772457081143096300,0.548096435546875,-0.0008484831196255982,0.0054424358531832695,-0.0008753810543566942
1772457081153115400,0.558115478515625,-0.0015845808666199446,0.003334810258820653,-0.0005454153870232403
1772457081163134500,0.568134521484375,-0.001776328426785767,0.005538309924304485,-0.002180329989641905
1772457081173152500,0.578152587890625,-0.0013646037550643086,0.0040765004232525826,-0.0025537051260471344
1772457081183171600,0.588171630859375,-0.00126713200006634,0.002320678671821952,0.0004844290087930858
1772457081193189600,0.598189697265625,0.0000010652644277797663,0.0032325449865311384,0.000990695902146399
1772457081203208400,0.60820849609375,-0.001005609636195004,0.006417952012270689,-0.0013843111228197813
1772457081213226500,0.6182265625,0.0005078648100607097,0.0009917612187564373,0.00010865696822293103
1772457081223245600,0.62824560546875,-0.003510046284645796,0.004906075540930033,-0.0005906891310587525
1772457081233263600,0.638263671875,0.00047617321251891553,0.00493217445909977,-0.0012444951571524143
1772457081243282400,0.648282470703125,-0.003063700394704938,0.006227003410458565,0.0012594088912010193
1772457081253300700,0.65830078125,-0.003397394670173526,0.004524177871644497,-0.0015126754296943545
1772457081263319600,0.668319580078125,-0.002572879893705249,0.005634716246277094,0.0012918994762003422
1772457081273337600,0.678337646484375,-0.003111371072009206,0.0034205641131848097,-0.0014708638191223145
1772457081283356700,0.688356689453125,-0.0015635418239980936,0.004435494542121887,0.00227806787006557
1772457081293374500,0.69837451171875,-0.0025832662358880043,0.005317267496138811,-0.003230947069823742
1772457081303393500,0.7083935546875,-0.0022594258189201355,0.004000334069132805,-0.0009925601771101356
1772457081313411600,0.71841162109375,-0.00012064119800925255,0.0028522454667836428,0.0005643238546326756
1772457081323430700,0.7284306640625,-0.0009470200748182833,0.0017715347930788994,-0.000434361572843045
1772457081333448700,0.73844873046875,-0.0011291803093627095,0.002858637133613229,-0.0009390306076966226
1772457081343467500,0.748467529296875,-0.0038256309926509857,0.004960670135915279,0.0004665858286898583
1772457081353485600,0.758485595703125,-0.0013201289111748338,0.0037148434203118086,-0.00035180358099751174
1772457081363504600,0.768504638671875,-0.0005336974863894284,0.0023939155507832766,-0.000651675509288907
1772457081373522400,0.7785224609375,-0.002092445734888315,0.004863464739173651,0.0018698053900152445
1772457081383541500,0.78854150390625,-0.0020748688839375973,0.003655987558886409,0.001517735538072884
1772457081393559600,0.7985595703125,-0.0036304211243987083,0.004908738657832146,0.0015840481501072645
1772457081403578600,0.80857861328125,-0.0004689826746471226,0.0033044503070414066,-0.0004189152386970818
1772457081413596700,0.8185966796875,-0.0005893575726076961,0.0047148605808615685,-0.0009755159262567759
1772457081423615500,0.828615478515625,0.0015603461069986224,0.0023278691805899143,0.0018554243724793196
1772457081433633500,0.838633544921875,-0.0034525219816714525,0.00574896577745676,-0.0034967304673045874
1772457081443652600,0.848652587890625,-0.002368881832808256,0.003882089862599969,-0.003433613572269678
1772457081453670400,0.85867041015625,-0.0013928331900388002,0.003941744565963745,-0.0002663161139935255
1772457081463689500,0.868689453125,-0.0007454187725670636,0.002645584288984537,0.0015065502375364304
1772457081473707800,0.878707763671875,0.0011768508702516556,0.004547613672912121,0.0000679106087773107
1772457081483726600,0.8887265625,-0.0011696603614836931,0.0051987566985189915,-0.0010881676571443677
1772457081493744600,0.89874462890625,0.000278300343779847,0.0038165762089192867,0.0005163869354873896
1772457081503763700,0.908763671875,0.0005060005933046341,0.004552141297608614,-0.0014053500490263104
1772457081513781500,0.918781494140625,0.0022535668686032295,0.005344964098185301,0.0003046656202059239
1772457081523800600,0.928800537109375,0.000027696874894900247,0.003570500062778592,0.0013598100049421191
1772457081533818400,0.938818359375,-0.0004114583716727793,0.00600436283275485,0.0025427863001823425
1772457081543837400,0.94883740234375,-0.0012000204296782613,0.0051987566985189915,0.0008370315190404654
