time,seconds_elapsed,z,y,x
1772456316051471400,0.072471435546875,0.07302688807249069,-0.09931278973817825,-0.0987037792801857
1772456316061490200,0.082490234375,0.06701213866472244,-0.13009412586688995,-0.07415954768657684
1772456316071508200,0.09250830078125,0.05188499763607979,-0.11061687022447586,-0.05662018433213234
1772456316081527300,0.10252734375,0.0445043109357357,-0.0630331039428711,-0.040902476757764816
1772456316091545000,0.112545166015625,0.043600212782621384,-0.01158222183585167,-0.02717694640159607
1772456316101564200,0.122564208984375,0.04098685085773468,0.01658150553703308,-0.034246306866407394
1772456316111582200,0.132582275390625,0.034463003277778625,0.009239732287824154,-0.06302743405103683
1772456316121601000,0.14260107421875,0.03262995183467865,-0.008182134479284286,-0.1123286709189415
1772456316131619300,0.152619384765625,0.031381603330373764,0.006441519595682621,-0.1717700958251953
1772456316141638400,0.162638427734375,0.0354306735098362,0.01079871691763401,-0.2167855054140091
1772456316151656200,0.17265625,0.04820792376995087,-0.0004421006888151169,-0.2289377599954605
1772456316161674200,0.18267431640625,0.06733767688274384,0.009180165827274323,-0.1958242803812027
1772456316171693000,0.192693115234375,0.07887810468673706,0.024016931653022766,-0.14676062762737274
1772456316181711000,0.202711181640625,0.09697002172470093,0.026108046993613243,-0.11486048996448517
1772456316191730200,0.212730224609375,0.10744260251522064,0.03777274861931801,-0.11064375191926956
1772456316201748200,0.222748291015625,0.12263114750385284,0.05391736328601837,-0.11059075593948364
1772456316211767300,0.232767333984375,0.135436549782753,0.046652499586343765,-0.09195151180028915
1772456316221785300,0.242785400390625,0.12314952909946442,0.016275685280561447,-0.07797444611787796
1772456316231804200,0.25280419921875,0.10292936861515045,0.004972667433321476,-0.06986186653375626
1772456316241822200,0.262822265625,0.08263368159532547,-0.005510333459824324,-0.07371971756219864
1772456316251841300,0.27284130859375,0.09517085552215576,-0.03806179389357567,-0.0632757842540741
1772456316261859000,0.282859130859375,0.10248363018035889,-0.05221516638994217,-0.01935919187963009
1772456316271877400,0.29287744140625,0.1191912367939949,-0.025890883058309555,0.03508221358060837
1772456316281896200,0.302896240234375,0.1504114717245102,0.005418836139142513,0.07084739953279495
1772456316291914200,0.312914306640625,0.17952454090118408,0.045961376279592514,0.07056475430727005
1772456316301933300,0.322933349609375,0.22333887219429016,0.0216365996748209,0.01911834441125393
1772456316311951000,0.332951171875,0.2628856599330902,-0.02389741875231266,-0.03498971462249756
1772456316321970200,0.34297021484375,0.3038589358329773,-0.09565575420856476,-0.05418924242258072
1772456316331988200,0.35298828125,0.3483314514160156,-0.18367166817188263,-0.028127502650022507
1772456316342007000,0.363007080078125,0.3711691200733185,-0.26085248589515686,0.08075183629989624
1772456316352025300,0.373025390625,0.3919554054737091,-0.28652140498161316,0.2714548110961914
1772456316362044200,0.383044189453125,0.41273126006126404,-0.2652566134929657,0.5487961769104004
1772456316372062200,0.393062255859375,0.4141421914100647,-0.23091088235378265,0.8520827293395996
